target_desc	target_id
sweet potato leaves, cooked, steamed, with salt	11874
sweet potato, cooked, baked in skin, with salt	11875
sweet potato, cooked, boiled, without skin, with salt	11876
sweet potato, frozen, cooked, baked, with salt	11877
nuts, walnuts, black, dried	12154
nuts, walnuts, english	12155
butterhead lettuce (us), cabbage lettuce (uk), raw	239
lettuce, cos or romaine, raw	669
lettuce, iceberg (incl. crisphead types), raw	668
lettuce, looseleaf, raw	670
celtuce, raw	11145
lettuce, butterhead (includes boston and bibb types), raw	11250
lettuce, cos or romaine, raw	11251
lettuce, iceberg (includes crisphead types), raw	11252
lettuce, green leaf, raw	11253
lettuce, red leaf, raw	11257
spices, bay leaf	2004
lentils, brown, dried, raw	1275
lentils, dried	147
lentils, red, dried, raw	1287
lentils, sprouted, raw	682
lentils, sprouted, cooked, stir-fried, without salt	11249
lentils, sprouted, cooked, stir-fried, with salt	11926
lentils, raw	16069
lentils, mature seeds, cooked, boiled, without salt	16070
lentils, pink, raw	16144
lentils, mature seeds, cooked, boiled, with salt	16370
cress, garden, raw	107
cress, garden, cooked, boiled, drained, without salt	11204
cress, garden, cooked, boiled, drained, with salt	11781
linseed oil	481
linseeds, raw	480
oil, flaxseed, contains added sliced flaxseed	4707
seeds, flaxseed	12220
oil, flaxseed, cold pressed	42231
lychee, raw	638
litchis, raw	9164
litchis, dried	9165
apple jelly	1161
apple juice, canned or bottled	337
apple, danish, raw	804
apple, dried	338
apple, imported, raw	805
apple, raw, all varieties	336
apples, raw, with skin	9003
apples, raw, without skin	9004
apples, raw, without skin, cooked, boiled	9005
apples, raw, without skin, cooked, microwave	9006
apples, canned, sweetened, sliced, drained, unheated	9007
apples, canned, sweetened, sliced, drained, heated	9008
apples, dehydrated (low moisture), sulfured, uncooked	9009
apples, dehydrated (low moisture), sulfured, stewed	9010
apples, dried, sulfured, uncooked	9011
apples, dried, sulfured, stewed, without added sugar	9012
apples, dried, sulfured, stewed, with added sugar	9013
apples, frozen, unsweetened, unheated	9014
apples, frozen, unsweetened, heated	9015
apple juice, canned or bottled, unsweetened, without added ascorbic acid	9016
apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid	9017
apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid	9018
applesauce, canned, unsweetened, without added ascorbic acid (includes usda commodity)	9019
applesauce, canned, sweetened, without salt (includes usda commodity)	9020
apple juice, canned or bottled, unsweetened, with added ascorbic acid	9400
applesauce, canned, unsweetened, with added ascorbic acid	9401
applesauce, canned, sweetened, with salt	9402
apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid	9410
apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid	9411
fruit butters, apple	19294
mcdonald's, apple dippers	21342
mcdonald's, apple dippers with low fat caramel sauce	21366
mangos, raw	523
mango nectar, canned	9436
spearmint, fresh	2065
spearmint, dried	2066
peppermint, fresh	2064
balsam-pear (bitter gourd), leafy tips, raw	11022
balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt	11023
balsam-pear (bitter gourd), pods, raw	11024
balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt	11025
balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt	11710
balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt	11711
mulberries, raw	9190
nutmeg, whole	1048
spices, mace, ground	2022
spices, nutmeg, ground	2025
oil, nutmeg butter	4572
spices, basil, dried	2003
basil, fresh	2044
olive oil	482
olives, black, without stones, in brine	1274
olives, green, pickled, canned	203
olives, ripe, salted, oil-coated	204
oil, olive, salad or cooking	4053
olives, ripe, canned (small-extra large)	9193
olives, ripe, canned (jumbo-super colossal)	9194
olives, pickled, canned or bottled, green	9195
spices, marjoram, dried	2023
spices, oregano, dried	2027
rice bran	1023
rice flour	222
rice groats, brown, raw	1272
rice groats, raw	1013
rice starch	1022
rice, brown, raw	221
rice, parboiled, raw	223
rice, polished, raw	224
oil, rice bran	4037
rice, brown, long-grain, raw	20036
rice, brown, long-grain, cooked	20037
rice, brown, medium-grain, raw	20040
rice, brown, medium-grain, cooked	20041
rice, white, long-grain, regular, raw, enriched	20044
rice, white, long-grain, regular, cooked	20045
rice, white, long-grain, parboiled, enriched, dry	20046
rice, white, long-grain, parboiled, enriched, cooked	20047
rice, white, long-grain, precooked or instant, enriched, dry	20048
rice, white, long-grain, precooked or instant, enriched, prepared	20049
rice, white, medium-grain, raw, enriched	20050
rice, white, medium-grain, cooked	20051
rice, white, short-grain, raw	20052
rice, white, short-grain, cooked	20053
rice, white, glutinous, raw	20054
rice, white, glutinous, cooked	20055
rice, white, with pasta, dry	20056
rice, white, with pasta, cooked	20057
rice, white, steamed, chinese restaurant	20058
rice bran, crude	20060
rice flour, white	20061
rice flour, brown	20090
rice, white, long-grain, regular, cooked, enriched, with salt	20345
rice, white, long-grain, regular, raw, unenriched	20444
rice, white, long-grain, regular, cooked, unenriched, without salt	20445
rice, white, long-grain, parboiled, unenriched, dry	20446
rice, white, long-grain, parboiled, unenriched, cooked	20447
rice, white, medium-grain, raw, unenriched	20450
rice, white, medium-grain, cooked, unenriched	20451
rice, white, short-grain, raw, unenriched	20452
rice, white, short-grain, cooked, unenriched	20453
rice, white, long-grain, regular, cooked, unenriched, with salt	20545
millet, flakes	864
millet, whole-grain	461
millet, raw	20031
millet, cooked	20032
millet flour	20647
millet, puffed	43483
poppy seeds	1168
oil, poppyseed	4514
passion fruit, raw	644
passion-fruit, (granadilla), purple, raw	9231
passion-fruit juice, purple, raw	9232
passion-fruit juice, yellow, raw	9233
parsnip, raw	205
parsnips, raw	11298
parsnips, cooked, boiled, drained, without salt	11299
parsnips, cooked, boiled, drained, with salt	11808
avocado, raw	11
oil, avocado	4581
avocados, raw, all commercial varieties	9037
avocados, raw, california	9038
avocados, raw, florida	9039
parsley root, raw	210
parsley, raw	209
spices, parsley, dried	2029
parsley, fresh	11297
parsley, freeze-dried	11625
lima beans, immature seeds, raw	11031
lima beans, immature seeds, cooked, boiled, drained, without salt	11032
beans, lima, immature seeds, canned, regular pack, solids and liquids	11033
lima beans, immature seeds, frozen, fordhook, unprepared	11037
lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt	11038
lima beans, immature seeds, frozen, baby, unprepared	11039
lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt	11040
lima beans, immature seeds, cooked, boiled, drained, with salt	11714
lima beans, immature seeds, canned, no salt added, solids and liquids	11715
lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt	11716
lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt	11717
lima beans, large, mature seeds, raw	16071
lima beans, large, mature seeds, cooked, boiled, without salt	16072
lima beans, large, mature seeds, canned	16073
lima beans, thin seeded (baby), mature seeds, raw	16074
lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt	16075
lima beans, large, mature seeds, cooked, boiled, with salt	16372
lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt	16375
bean sprouts, average values, raw	818
beans, baked i tomato sauce, canned	460
beans, brown, dried	29
beans, green, canned	26
beans, green, frozen	27
beans, green, raw	28
beans, wax, canned	31
beans, wax, raw	30
beans, white, dried	25
beans, kidney, mature seeds, sprouted, raw	11029
beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt	11030
beans, navy, mature seeds, sprouted, raw	11046
beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt	11047
beans, pinto, immature seeds, frozen, unprepared	11048
beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt	11049
beans, snap, green, raw	11052
beans, snap, green, cooked, boiled, drained, without salt	11053
beans, snap, green variety, canned, regular pack, solids and liquids	11054
beans, snap, green, canned, regular pack, drained solids	11056
beans, snap, canned, all styles, seasoned, solids and liquids	11058
beans, snap, green, frozen, all styles, unprepared	11060
beans, snap, green, frozen, cooked, boiled, drained without salt	11061
beans, snap, green, frozen, all styles, microwaved	11062
beans, snap, green, microwaved	11063
winged beans, immature seeds, cooked, boiled, drained, without salt	11596
beans, pinto, mature seeds, sprouted, raw	11653
beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt	11654
beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt	11713
beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt	11719
beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt	11720
beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt	11721
beans, snap, yellow, raw	11722
beans, snap, green, cooked, boiled, drained, with salt	11723
beans, snap, yellow, cooked, boiled, drained, without salt	11724
beans, snap, yellow, cooked, boiled, drained, with salt	11725
beans, snap, green, canned, no salt added, solids and liquids	11726
beans, snap, yellow, canned, regular pack, solids and liquids	11727
beans, snap, yellow, canned, no salt added, solids and liquids	11728
beans, snap, green, canned, no salt added, drained solids	11729
beans, snap, yellow, frozen, all styles, unprepared	11730
beans, snap, green, frozen, cooked, boiled, drained, with salt	11731
beans, snap, yellow, frozen, cooked, boiled, drained, without salt	11732
beans, snap, yellow, frozen, cooked, boiled, drained, with salt	11733
winged bean, immature seeds, cooked, boiled, drained, with salt	11896
beans, snap, yellow, canned, regular pack, drained solids	11932
beans, snap, yellow, canned, no salt added, drained solids	11933
beans, black, mature seeds, raw	16014
beans, black, mature seeds, cooked, boiled, without salt	16015
beans, cranberry (roman), mature seeds, raw	16019
beans, cranberry (roman), mature seeds, cooked, boiled, without salt	16020
beans, cranberry (roman), mature seeds, canned	16021
beans, french, mature seeds, raw	16022
beans, french, mature seeds, cooked, boiled, without salt	16023
beans, great northern, mature seeds, raw	16024
beans, great northern, mature seeds, cooked, boiled, without salt	16025
beans, great northern, mature seeds, canned	16026
beans, kidney, all types, mature seeds, raw	16027
beans, kidney, all types, mature seeds, cooked, boiled, without salt	16028
beans, kidney, all types, mature seeds, canned	16029
beans, kidney, california red, mature seeds, raw	16030
beans, kidney, california red, mature seeds, cooked, boiled, without salt	16031
beans, kidney, red, mature seeds, raw	16032
beans, kidney, red, mature seeds, cooked, boiled, without salt	16033
beans, kidney, red, mature seeds, canned, solids and liquids	16034
beans, kidney, royal red, mature seeds, raw	16035
beans, kidney, royal red, mature seeds, cooked, boiled, without salt	16036
beans, navy, mature seeds, raw	16037
beans, navy, mature seeds, cooked, boiled, without salt	16038
beans, navy, mature seeds, canned	16039
beans, pink, mature seeds, raw	16040
beans, pink, mature seeds, cooked, boiled, without salt	16041
beans, pinto, mature seeds, raw	16042
beans, pinto, mature seeds, cooked, boiled, without salt	16043
beans, pinto, mature seeds, canned, solids and liquids	16044
beans, small white, mature seeds, raw	16045
beans, small white, mature seeds, cooked, boiled, without salt	16046
beans, yellow, mature seeds, raw	16047
beans, yellow, mature seeds, cooked, boiled, without salt	16048
beans, white, mature seeds, raw	16049
beans, white, mature seeds, cooked, boiled, without salt	16050
beans, white, mature seeds, canned	16051
refried beans, canned, traditional style (includes usda commodity)	16103
winged beans, mature seeds, cooked, boiled, without salt	16136
beans, red, kidney, mature seeds, canned, drained solids	16145
beans, pinto, canned, drained solids	16146
refried beans, canned, vegetarian	16171
refried beans, canned, fat-free	16172
frijoles rojos volteados (refried beans, red, canned)	16173
beans, black, mature seeds, cooked, boiled, with salt	16315
beans, cranberry (roman), mature seeds, cooked, boiled, with salt	16320
beans, french, mature seeds, cooked, boiled, with salt	16323
beans, great northern, mature seeds, cooked, boiled, with salt	16325
beans, kidney, all types, mature seeds, cooked, boiled, with salt	16328
beans, kidney, california red, mature seeds, cooked, boiled, with salt	16331
beans, kidney, red, mature seeds, cooked, boiled, with salt	16333
beans, kidney, red, mature seeds, canned, drained soilds, rinsed in tap water	16335
beans, kidney, royal red, mature seeds, cooked, boiled with salt	16336
beans, navy, mature seeds, cooked, boiled, with salt	16338
beans, pink, mature seeds, cooked, boiled, with salt	16341
beans, pinto, mature seeds, cooked, boiled, with salt	16343
beans, pinto, mature seeds, canned, drained solids, rinsed in tap water	16345
beans, small white, mature seeds, cooked, boiled, with salt	16346
beans, yellow, mature seeds, cooked, boiled, with salt	16348
beans, white, mature seeds, cooked, boiled, with salt	16350
winged beans, mature seeds, cooked, boiled, with salt	16436
baked beans, canned, no salt added	43449
date, dried	44
dates, deglet noor	9087
dates, medjool	9421
spices, anise seed	2002
pine nuts, pignolias, dried	654
nuts, pine nuts, dried	12147
pinon nuts, roasted (navajo)	35207
pepper, black	405
spices, pepper, black	2030
spices, pepper, white	2032
pistachio nuts, dried	655
pistachio nuts, dry roasted	656
nuts, pistachio nuts, raw	12151
